TT_IFT,IFT_MFT,MFT_RFT,RFT_PT,CLASS
42.20189569201838,28.178005607210743,19.1049731745428,12.529964086141668,0
92.19544457292888,33.734255586866,28.653097563788805,42.20189569201838,0
103.40696301506973,41.773197148410844,34.9857113690718,49.678969393496885,0
141.8731828077456,63.28506932918696,42.01190307520001,63.245553203367585,0
136.69308687713507,58.54912467321779,37.64306044943742,62.76941930590086,0
149.03690818049066,66.18912297349165,43.60045871318328,63.28506932918696,0
147.98986451781082,51.03920062069938,37.8021163428716,63.56886030125127,0
219.42652528807906,87.09190547921202,59.135437767890075,93.91485505499116,0
126.65701717630967,55.10898293381942,35.0,48.54894437575342,0
113.46365056704283,57.271284253105414,35.805027579936315,44.10215414239989,0
116.01724009818541,49.24428900898052,38.07886552931954,48.60041152089147,0
111.40017953306898,51.19570294468082,35.805027579936315,47.70744176750625,0
87.92041856133307,46.87216658103186,35.510561809129406,45.221676218380054,0
89.40357934669059,47.853944456021594,34.66987164671943,43.829214001622255,0
98.08159868191383,52.61178575186362,38.27531841800928,45.17742799230607,0
12.649110640673518,96.17692030835673,39.20459156782532,44.77722635447622,1
17.4928556845359,113.54734695271397,43.829214001622255,48.27007354458868,1
18.867962264113206,116.66190466471906,44.9221548904324,51.31276644267,1
20.591260281974,115.95257651298655,46.57252408878007,53.823786563191554,1
3.0,122.11879462228572,50.44799302251776,46.238512086787566,1
9.055385138137417,120.34118164618461,54.91812087098393,47.43416490252569,1
16.1245154965971,102.59142264341595,39.05124837953327,44.553338819890925,1
15.811388300841896,90.7358804442873,57.21887800367987,46.010868281309364,1
15.231546211727817,99.85990186255943,56.32051136131489,50.32891812864648,1
18.110770276274835,96.89685237405806,43.08131845707603,54.67174773134658,1
14.035668847618199,110.11357772772621,57.3149195236284,52.009614495783374,1
12.041594578792296,104.95713410721541,45.880278987817846,52.630789467763066,1
15.0,104.44615837837216,45.60701700396552,53.41348144429457,1
17.26267650163207,105.4229576515476,53.600373133029585,50.0,1
18.110770276274835,101.82828683622247,52.61178575186362,47.01063709417264,1
11.40175425099138,99.32270636667126,41.43669871020132,55.0,1
22.561028345356956,120.10412149464314,61.814237842102365,69.35416353759881,1
17.11724276862369,126.75172582651489,76.53103945458993,61.84658438426491,1
23.08679276123039,118.0889495253472,54.378304497290095,66.60330322138685,1
21.02379604162864,129.07362240210043,71.80529228406496,70.09279563550022,1
20.615528128088304,131.01526628603247,62.369864518050704,53.2634959423431,1
17.08800749063506,123.22743201089601,64.76109943476871,47.70744176750625,1
27.16615541441225,110.45361017187261,50.566787519082126,67.95586803212802,1
23.706539182259394,118.84864324004712,65.76473218982953,61.84658438426491,1
16.492422502470642,111.25196627475849,68.73136110975832,52.3450093132096,1
19.924858845171276,102.20078277586722,53.16013544000805,63.89053137985315,1
25.019992006393608,105.64563407921787,47.80167361086848,66.48308055437865,1
106.47065323364932,23.853720883753127,12.083045973594572,19.1049731745428,1
141.90489773083945,83.3606621854697,139.94641831786907,30.01666203960727,2
132.07573584879245,78.08969202141856,147.41099009232656,18.788294228055936,2
119.75391434103521,80.62257748298549,133.4541119636259,15.0,2
128.40560735419618,74.67261881037788,137.09121051329294,17.204650534085253,2
98.48857801796105,76.53757247260981,151.11915828246265,11.180339887498949,2
129.3213052826177,87.82368700982668,138.52075656738234,19.72308292331602,2
184.87833837418594,132.83448347473634,195.92090240706835,35.35533905932738,2
137.0875632579411,107.5174404457249,171.95638982020995,42.0,2
163.1318485152424,102.39140588936164,178.0,21.93171219946131,2
136.6235704408284,95.63472172804185,171.89822570346675,29.154759474226502,2
178.10109488714548,109.48972554536796,191.51240168720145,21.95449840010015,2
194.50963986394095,123.62847568420473,209.16022566444127,24.186773244895647,2
191.38442987871298,117.72000679578642,204.41379601191306,22.67156809750927,2
171.26879458909028,112.53888216967503,206.1892334725555,35.014282800023196,2
183.48024416813925,114.00438588054409,199.37151250868314,18.867962264113206,2
182.28000438885226,106.36728820459794,202.15835377248203,16.97056274847714,2
193.3416664870767,92.19544457292888,185.00270268296083,15.811388300841896,2
146.54009690183776,84.20213774008353,155.3898323572041,23.53720459187964,2
145.49570440394453,80.8084154033477,159.69971822141704,29.154759474226502,2
182.33211456021672,93.38094023943002,165.14841809717706,25.495097567963924,2
196.91876497682998,75.4254598925323,149.90663761154806,30.805843601498726,2
143.95138068111746,86.31338250816034,149.164338901763,31.78049716414141,2
147.80054127099805,78.16009211867653,149.6262009141447,39.05124837953327,2
142.63590010933433,81.32035415564789,142.414886862294,42.05948168962618,2
190.06577808748213,84.29116205154607,149.09057649630307,27.16615541441225,2
170.90640713560157,91.19758768739445,142.68847185389575,40.718546143004666,2
141.0283659410404,82.0,156.236999459155,36.013886210738214,2
185.5640051303054,76.79192665899195,157.71493271088823,21.840329667841555,2
